/obj/item/clothing/suit/space/void/excelsior    blacklisted=1    spawn_value=5.78035   spawn_price=365   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/SCAF    blacklisted=1    spawn_value=7.59878   spawn_price=158   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/merc/equipped    blacklisted=1    spawn_value=0.609162   spawn_price=208   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/space/void/merc/boxed    blacklisted=1    spawn_value=0.609162   spawn_price=208   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/merc    blacklisted=0    spawn_value=0.612895   spawn_price=158   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/engineering/equipped    blacklisted=1    spawn_value=7.1736   spawn_price=197   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/space/void/engineering    blacklisted=1    spawn_value=7.72797   spawn_price=147   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/engineeringold/equipped    blacklisted=1    spawn_value=7.1736   spawn_price=197   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/space/void/engineeringold    blacklisted=0    spawn_value=7.72797   spawn_price=147   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/mining    blacklisted=1    spawn_value=7.72797   spawn_price=147   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/medical/equipped    blacklisted=1    spawn_value=8.59107   spawn_price=147   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/space/void/medical    blacklisted=0    spawn_value=8.59107   spawn_price=147   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/security/equipped    blacklisted=1    spawn_value=7.13267   spawn_price=201   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/space/void/security    blacklisted=1    spawn_value=7.68049   spawn_price=151   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/atmos    blacklisted=0    spawn_value=5.27983   spawn_price=147   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/science    blacklisted=1    spawn_value=1.27324   spawn_price=1427   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/riggedvoidsuit    blacklisted=1    spawn_value=7.70416   spawn_price=149   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void/wizard    blacklisted=1    spawn_value=7.68049   spawn_price=151   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/space/void    blacklisted=0    spawn_value=7.72797   spawn_price=147   prob_accompanying_obj=100    accompanying_objs=/obj/item/clothing/shoes/magboots
/obj/item/clothing/suit/storage/vest/merc/full    blacklisted=0    spawn_value=1.0012   spawn_price=244   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/vest/merc    blacklisted=0    spawn_value=1.05396   spawn_price=244   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/vest/insulated    blacklisted=0    spawn_value=1.38889   spawn_price=600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/vest/chestrig    blacklisted=0    spawn_value=6.72043   spawn_price=244   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/ass_jacket    blacklisted=0    spawn_value=17.1821   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/cargo_jacket    blacklisted=0    spawn_value=17.1821   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/qm_coat    blacklisted=0    spawn_value=3.86997   spawn_price=42   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/club    blacklisted=1    spawn_value=9.2081   spawn_price=43   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/labcoat/cmo    blacklisted=0    spawn_value=26.178   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/labcoat/chemist    blacklisted=0    spawn_value=26.178   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/labcoat/virologist    blacklisted=0    spawn_value=26.178   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/labcoat/science    blacklisted=0    spawn_value=26.178   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/labcoat/medspec    blacklisted=0    spawn_value=26.178   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/labcoat    blacklisted=0    spawn_value=26.178   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/bomber    blacklisted=0    spawn_value=9.2081   spawn_price=43   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/hoodie/black    blacklisted=0    spawn_value=17.1821   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/hoodie    blacklisted=0    spawn_value=17.1821   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/toggle/windbreaker    blacklisted=0    spawn_value=9.24214   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/neotheology_jacket    blacklisted=1    spawn_value=9.24214   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/clothing/suit/storage/neotheology_coat    blacklisted=1    spawn_value=9.24214   spawn_price=41   prob_accompanying_obj=100    accompanying_objs=nothing
